date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_22_normalized,smart_22_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw,gray_n
2015-09-26,Z3024VXA,ST4000DM000,4000787030016,0,116.0,116071592.0,,,97.0,0.0,100.0,3.0,100.0,0.0,86.0,426299616.0,,,92.0,7588.0,100.0,0.0,,,100.0,3.0,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,92.0,8.0,69.0,31.0,100.0,0.0,100.0,0.0,89.0,23396.0,31.0,31.0,,,,,100.0,8.0,100.0,8.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,7434.0,100.0,16359107208.0,100.0,113595766474.0,,,,,,,,,,,2
2015-09-26,WD-WCC4M0PT9JCF,WDC WD20EFRX,2000398934016,0,200.0,0.0,,,100.0,0.0,100.0,1.0,200.0,0.0,100.0,0.0,,,96.0,3082.0,100.0,0.0,100.0,0.0,100.0,1.0,,,,,,,,,,,,,,,,,,,,,200.0,0.0,200.0,115.0,117.0,30.0,,,200.0,0.0,200.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2015-09-26,Z3014EFA,ST4000DM000,4000787030016,0,117.0,134971280.0,,,97.0,0.0,100.0,3.0,100.0,0.0,87.0,582204438.0,,,86.0,12652.0,100.0,0.0,,,100.0,3.0,,,,,,,99.0,1.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,75.0,25.0,100.0,0.0,100.0,0.0,98.0,4439.0,25.0,25.0,,,,,100.0,24.0,100.0,24.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,171571058585905.0,100.0,17455333338.0,100.0,63270400945.0,,,,,,,,,,,5
2015-09-26,WD-WCAU47155153,WDC WD10EADS,1000204886016,0,200.0,6.0,,,161.0,6908.0,100.0,141.0,199.0,1.0,100.0,0.0,,,26.0,54394.0,100.0,0.0,100.0,0.0,100.0,139.0,,,,,,,,,,,,,,,,,,,,,200.0,75.0,200.0,141.0,131.0,19.0,,,199.0,1.0,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
2015-09-26,Z1Z05QBS,ST4000DX000,4000787030016,0,111.0,167161494.0,,,91.0,0.0,100.0,8.0,89.0,1838.0,78.0,75451643.0,,,100.0,849.0,100.0,0.0,,,100.0,8.0,,,,,,,100.0,0.0,100.0,0.0,95.0,5.0,100.0,4295032833.0,100.0,0.0,78.0,22.0,100.0,0.0,100.0,4.0,100.0,1021.0,22.0,22.0,42.0,167161494.0,,,100.0,17.0,100.0,17.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,174251118166857.0,100.0,3492633936.0,100.0,11227634245.0,,,,,,,,,,,2
2015-09-26,WD-WCAYW1872210,WDC WD1600AAJS,160041885696,0,200.0,0.0,,,149.0,3550.0,100.0,25.0,200.0,0.0,200.0,0.0,,,66.0,25503.0,100.0,0.0,100.0,0.0,100.0,23.0,,,,,,,,,,,,,,,,,,,,,200.0,13.0,200.0,11.0,114.0,29.0,,,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2015-09-26,Z303YW5L,ST4000DM000,4000787030016,0,116.0,115155720.0,,,99.0,0.0,100.0,1.0,100.0,0.0,74.0,25246180.0,,,100.0,392.0,100.0,0.0,,,100.0,1.0,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,77.0,23.0,100.0,0.0,100.0,0.0,100.0,11.0,23.0,23.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,392.0,100.0,3677694251.0,100.0,9252523655.0,,,,,,,,,,,2
2015-09-26,Z3040E3F,ST4000DM000,4000787030016,0,119.0,225969336.0,,,98.0,0.0,100.0,2.0,100.0,0.0,72.0,15039480.0,,,100.0,374.0,100.0,0.0,,,100.0,2.0,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,73.0,27.0,100.0,0.0,100.0,0.0,100.0,1717.0,27.0,27.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,346.0,100.0,2009057650.0,100.0,8536298333.0,,,,,,,,,,,5
2015-09-26,Z3026YY0,ST4000DM000,4000787030016,0,111.0,114431808.0,,,97.0,0.0,100.0,3.0,100.0,0.0,84.0,331748918.0,,,94.0,5867.0,100.0,0.0,,,100.0,3.0,,,,,,,100.0,0.0,100.0,0.0,99.0,1.0,100.0,0.0,100.0,0.0,80.0,20.0,100.0,0.0,100.0,0.0,100.0,585.0,20.0,20.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,5852.0,100.0,14313400387.0,100.0,95524956654.0,,,,,,,,,,,2
2015-09-26,JK1171YAK1UMVN,Hitachi HDS722020ALA330,2000398934016,0,100.0,0.0,100.0,0.0,116.0,620.0,100.0,32.0,100.0,11.0,100.0,0.0,100.0,0.0,94.0,45603.0,100.0,0.0,,,100.0,31.0,,,,,,,,,,,,,,,,,,,,,99.0,1490.0,99.0,1490.0,200.0,30.0,,,100.0,11.0,100.0,0.0,100.0,0.0,200.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
