date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_22_normalized,smart_22_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw,gray_n
2015-09-26,PL1331LAGTH55H,HGST HMS5C4040ALE640,4000787030016,0,100.0,0.0,134.0,103.0,100.0,457.0,100.0,8.0,100.0,0.0,100.0,0.0,113.0,42.0,99.0,9251.0,100.0,0.0,,,100.0,8.0,,,,,,,,,,,,,,,,,,,,,100.0,52.0,100.0,52.0,240.0,25.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
2015-09-26,PL1311LAG3APHH,Hitachi HDS5C4040ALE630,4000787030016,0,100.0,0.0,135.0,96.0,100.0,560.0,100.0,9.0,100.0,0.0,100.0,0.0,113.0,42.0,97.0,22347.0,100.0,0.0,,,100.0,9.0,,,,,,,,,,,,,,,,,,,,,100.0,12.0,100.0,12.0,253.0,21.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
2015-09-26,MJ1321YNG0BV0A,Hitachi HDS5C3030ALA630,3000592982016,0,100.0,0.0,135.0,107.0,100.0,0.0,100.0,1.0,100.0,0.0,100.0,0.0,122.0,37.0,100.0,4520.0,100.0,0.0,,,100.0,1.0,,,,,,,,,,,,,,,,,,,,,100.0,104.0,100.0,104.0,253.0,23.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
2015-09-26,Z300ZQWP,ST4000DM000,4000787030016,0,100.0,2913704.0,,,91.0,0.0,100.0,8.0,100.0,24.0,81.0,152369772.0,,,84.0,14357.0,100.0,0.0,,,100.0,8.0,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,99.0,1.0,78.0,22.0,100.0,0.0,100.0,1.0,92.0,17321.0,22.0,22.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,63436666976208.0,100.0,21890658082.0,100.0,180565926012.0,,,,,,,,,,,-1
2015-09-26,S30115EA,ST4000DM000,4000787030016,0,109.0,23102592.0,,,92.0,0.0,100.0,8.0,100.0,0.0,82.0,182545280.0,,,96.0,3870.0,100.0,0.0,,,100.0,8.0,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,84.0,16.0,100.0,0.0,100.0,0.0,90.0,20896.0,16.0,16.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,3741.0,100.0,19520939776.0,100.0,10721736309.0,,,,,,,,,,,-1
2015-09-26,45D7K134FMYB,TOSHIBA MD04ABA400V,4000787030016,0,100.0,0.0,100.0,0.0,100.0,5216.0,100.0,3.0,100.0,0.0,100.0,0.0,100.0,0.0,92.0,3200.0,100.0,0.0,,,100.0,3.0,,,,,,,,,,,,,,,,,,,100.0,1.0,100.0,0.0,100.0,264.0,100.0,20.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,100.0,0.0,93.0,3139.0,100.0,0.0,100.0,0.0,,,100.0,287.0,100.0,0.0,,,,,,,,,,,,,,,-1
2015-09-26,Z4D03ZV4,ST6000DX000,6001175126016,0,117.0,127633256.0,,,99.0,0.0,100.0,2.0,100.0,0.0,86.0,4707340242.0,,,96.0,3966.0,100.0,0.0,,,100.0,1.0,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,99.0,1.0,70.0,30.0,100.0,1312.0,100.0,0.0,100.0,305.0,30.0,30.0,66.0,127633256.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,198217035681661.0,100.0,17438041081.0,100.0,46976379215.0,,,,,,,,,,,-1
2015-09-26,W300915J,ST4000DM000,4000787030016,0,114.0,71704448.0,,,92.0,0.0,100.0,26.0,100.0,0.0,87.0,645351668.0,,,78.0,19835.0,100.0,0.0,,,100.0,25.0,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,78.0,22.0,100.0,0.0,100.0,17.0,98.0,5627.0,22.0,22.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,50242527448410.0,100.0,25573586374.0,100.0,144436121317.0,,,,,,,,,,,-1
2015-09-26,PL2331LAGMM8SJ,HGST HMS5C4040BLE640,4000787030016,0,100.0,0.0,134.0,100.0,100.0,442.0,100.0,9.0,100.0,0.0,100.0,0.0,115.0,41.0,99.0,12321.0,100.0,0.0,,,100.0,9.0,,,,,,,,,,,,,,,,,,,,,100.0,120.0,100.0,120.0,200.0,30.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
2015-09-26,JK1101B8JP8HBZ,Hitachi HDS722020ALA330,2000398934016,0,98.0,262144.0,100.0,0.0,113.0,639.0,100.0,19.0,100.0,54.0,100.0,0.0,100.0,0.0,95.0,39684.0,100.0,0.0,,,100.0,19.0,,,,,,,,,,,,,,,,,,,,,100.0,999.0,100.0,999.0,166.0,36.0,,,100.0,54.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
