date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_22_normalized,smart_22_raw,smart_23_normalized,smart_23_raw,smart_24_normalized,smart_24_raw,smart_177_normalized,smart_177_raw,smart_179_normalized,smart_179_raw,smart_181_normalized,smart_181_raw,smart_182_normalized,smart_182_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_235_normalized,smart_235_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw
2018-05-31,Z300LWAC,ST4000DM000,4000787030016,1,102.0,3759312.0,,,91.0,0.0,100.0,20.0,100.0,0.0,84.0,319842362.0,,,54.0,40298.0,100.0,0.0,,,100.0,20.0,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,81.0,19.0,73.0,27.0,100.0,0.0,100.0,7.0,77.0,46504.0,27.0,27.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,40052.0,100.0,30751841614.0,100.0,291587486542.0,,,,,,,,,,
2018-05-31,ZCH0CKFM,ST12000NM0007,12000138625024,1,78.0,61005696.0,,,98.0,0.0,100.0,2.0,100.0,0.0,87.0,475899715.0,,,97.0,3384.0,100.0,0.0,,,100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,97.0,3.0,100.0,0.0,,,80.0,20.0,,,100.0,14.0,100.0,208.0,20.0,20.0,78.0,61005696.0,,,100.0,40.0,100.0,40.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,100.0,3347.0,100.0,32914433192.0,100.0,37459208046.0,,,,,,,,,,
2018-05-31,ZJV03VY7,ST12000NM0007,12000138625024,1,79.0,87026328.0,,,94.0,0.0,100.0,5.0,100.0,0.0,81.0,134549471.0,,,99.0,1224.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,98.0,2.0,100.0,65537.0,,,76.0,24.0,,,100.0,5.0,100.0,196.0,24.0,24.0,79.0,87026328.0,,,100.0,128.0,100.0,128.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,100.0,1174.0,100.0,9822232280.0,100.0,9307809998.0,,,,,,,,,,
2018-05-25,Z30111NN,ST4000DM000,4000787030016,1,111.0,37337200.0,,,91.0,0.0,100.0,9.0,100.0,272.0,81.0,147570462.0,,,57.0,37685.0,100.0,0.0,,,100.0,9.0,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,96.0,4.0,72.0,28.0,100.0,0.0,100.0,3.0,74.0,53167.0,28.0,28.0,,,,,60.0,6656.0,60.0,6656.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,37496.0,100.0,28680824722.0,100.0,286411755557.0,,,,,,,,,,
2018-05-25,Z30251T0,ST4000DM000,4000787030016,1,114.0,150548312.0,,,92.0,0.0,100.0,13.0,100.0,0.0,82.0,180485443.0,,,65.0,31080.0,100.0,0.0,,,100.0,13.0,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,99.0,1.0,75.0,25.0,100.0,0.0,100.0,0.0,68.0,65323.0,25.0,25.0,,,,,100.0,120.0,100.0,120.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,30654.0,100.0,25664373715.0,100.0,221306879377.0,,,,,,,,,,
2018-05-25,ZCH0661Q,ST12000NM0007,12000138625024,1,76.0,37524032.0,,,98.0,0.0,100.0,2.0,100.0,0.0,88.0,681865442.0,,,95.0,5025.0,100.0,0.0,,,100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,70.0,30.0,,,100.0,34.0,100.0,283.0,30.0,30.0,76.0,37524032.0,,,96.0,1968.0,96.0,1968.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,100.0,4971.0,100.0,38180091592.0,100.0,49259859116.0,,,,,,,,,,
2018-05-25,ZA16DQNW,ST8000NM0055,8001563222016,1,68.0,73139112.0,,,89.0,0.0,100.0,8.0,100.0,1432.0,93.0,2061158762.0,,,88.0,10586.0,100.0,0.0,,,100.0,8.0,,,,,,,,,,,,,,,,,,,,,100.0,0.0,99.0,1.0,100.0,0.0,100.0,0.0,63.0,37.0,96.0,9456.0,100.0,14.0,97.0,7685.0,37.0,37.0,79.0,73139112.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,10561.0,100.0,41030011144.0,100.0,76935087802.0,,,,,,,,,,
2018-05-25,S2ZYJ9GF302353,ST500LM012 HN,500107862016,1,100.0,1155.0,252.0,0.0,94.0,1846.0,100.0,21.0,252.0,0.0,252.0,0.0,252.0,0.0,100.0,31671.0,252.0,0.0,99.0,1186.0,100.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.0,0.0,252.0,0.0,,,64.0,31.0,100.0,0.0,252.0,0.0,100.0,3.0,252.0,0.0,200.0,0.0,100.0,510782.0,,,,,,,99.0,1186.0,,,78.0,225014.0,,,,,,,,,,,,,,,,,,,,
2018-05-25,Z3025KTJ,ST4000DM000,4000787030016,1,118.0,190833296.0,,,92.0,0.0,100.0,9.0,100.0,0.0,87.0,512762877.0,,,64.0,31927.0,100.0,0.0,,,100.0,9.0,,,,,,,,,,,,,,,,,,,99.0,1.0,100.0,0.0,92.0,8.0,100.0,0.0,99.0,1.0,78.0,22.0,100.0,0.0,100.0,0.0,63.0,75174.0,22.0,22.0,,,,,99.0,176.0,99.0,176.0,200.0,30.0,,,,,,,,,,,,,,,,,,,100.0,31662.0,100.0,26127721880.0,100.0,297652790344.0,,,,,,,,,,
2018-05-19,S301G7S7,ST4000DM000,4000787030016,1,115.0,94398712.0,,,92.0,0.0,100.0,14.0,100.0,0.0,73.0,21725458.0,,,73.0,24214.0,100.0,0.0,,,100.0,14.0,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,70.0,30.0,100.0,0.0,100.0,0.0,79.0,21.0,100.0,0.0,100.0,0.0,66.0,68103.0,21.0,21.0,,,,,99.0,216.0,99.0,216.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,23877.0,100.0,25856054719.0,100.0,273681742709.0,,,,,,,,,,
2018-05-19,66GHS5N3S,TOSHIBA MQ01ABF050,500107862016,1,100.0,0.0,100.0,0.0,100.0,1324.0,100.0,8.0,100.0,0.0,100.0,0.0,100.0,0.0,68.0,12847.0,100.0,0.0,,,100.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,6.0,100.0,1.0,100.0,296.0,100.0,39.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,100.0,0.0,68.0,12849.0,100.0,0.0,100.0,0.0,,,100.0,260.0,,,100.0,0.0,,,,,,,,,,,,,,
2018-05-19,S301NDW6,ST4000DM000,4000787030016,1,119.0,212103176.0,,,92.0,0.0,100.0,10.0,100.0,0.0,77.0,52679479.0,,,75.0,22229.0,100.0,0.0,,,100.0,10.0,,,,,,,,,,,,,,,,,,,88.0,12.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,79.0,21.0,100.0,0.0,100.0,0.0,93.0,14904.0,21.0,21.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,22052.0,100.0,41390918432.0,100.0,109112917426.0,,,,,,,,,,
2018-05-19,ZA13ZE3T,ST8000DM002,8001563222016,1,82.0,152861824.0,,,92.0,0.0,100.0,4.0,100.0,0.0,95.0,2861933529.0,,,86.0,12850.0,100.0,0.0,,,100.0,4.0,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,68.0,32.0,97.0,6208.0,100.0,1.0,95.0,10920.0,32.0,32.0,1.0,152861824.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,12814.0,100.0,46686666200.0,100.0,71699015862.0,,,,,,,,,,
2018-05-18,Z3011WM3,ST4000DM000,4000787030016,1,117.0,120014456.0,,,91.0,0.0,100.0,12.0,99.0,592.0,81.0,149892851.0,,,58.0,37518.0,100.0,0.0,,,100.0,12.0,,,,,,,,,,,,,,,,,,,99.0,1.0,100.0,0.0,98.0,2.0,100.0,0.0,91.0,9.0,68.0,32.0,100.0,0.0,100.0,1.0,84.0,33280.0,32.0,32.0,,,,,100.0,144.0,100.0,144.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,37387.0,100.0,28653578974.0,100.0,253672728438.0,,,,,,,,,,
2018-05-18,ZJV00P3A,ST12000NM0007,12000138625024,1,83.0,217040464.0,,,98.0,0.0,100.0,2.0,100.0,0.0,80.0,96941373.0,,,99.0,1734.0,100.0,0.0,,,100.0,2.0,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,68.0,32.0,,,100.0,35.0,100.0,266.0,32.0,32.0,83.0,217040464.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,100.0,1626.0,100.0,7948006616.0,100.0,8138202694.0,,,,,,,,,,
2018-05-18,PL1331LAHGU5RH,HGST HMS5C4040ALE640,4000787030016,1,85.0,8847500.0,134.0,101.0,100.0,548.0,100.0,6.0,100.0,1.0,100.0,0.0,113.0,42.0,99.0,10945.0,100.0,0.0,,,100.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,93.0,100.0,93.0,187.0,32.0,,,100.0,1.0,76.0,624.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-18,ZA12624J,ST8000DM002,8001563222016,1,79.0,87545008.0,,,98.0,0.0,100.0,1.0,100.0,48.0,96.0,4059305966.0,,,81.0,16710.0,100.0,0.0,,,100.0,1.0,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,78.0,22.0,96.0,9232.0,100.0,0.0,95.0,10361.0,22.0,22.0,17.0,87545008.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,16699.0,100.0,56312248552.0,100.0,78150712350.0,,,,,,,,,,
2018-05-18,Z302SYAY,ST4000DM000,4000787030016,1,116.0,108487760.0,,,97.0,0.0,100.0,3.0,100.0,0.0,79.0,89232956.0,,,73.0,23704.0,100.0,0.0,,,100.0,3.0,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,73.0,27.0,100.0,0.0,100.0,0.0,92.0,17150.0,27.0,27.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,23425.0,100.0,46226090816.0,100.0,79168702609.0,,,,,,,,,,
2018-05-18,S2ZYJ9KFC03608,ST500LM012 HN,500107862016,1,100.0,125.0,252.0,0.0,94.0,1992.0,100.0,9.0,252.0,0.0,252.0,0.0,252.0,0.0,100.0,22625.0,252.0,0.0,100.0,791.0,100.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.0,0.0,100.0,2.0,,,64.0,24.0,100.0,0.0,252.0,0.0,100.0,2.0,252.0,0.0,200.0,0.0,100.0,201413.0,,,,,,,100.0,791.0,,,85.0,161113.0,,,,,,,,,,,,,,,,,,,,
