capacity_bytes,date,failure,model,serial_number,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_177_normalized,smart_177_raw,smart_179_normalized,smart_179_raw,smart_181_normalized,smart_181_raw,smart_182_normalized,smart_182_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_1_normalized,smart_1_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_22_normalized,smart_22_raw,smart_235_normalized,smart_235_raw,smart_23_normalized,smart_23_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_24_normalized,smart_24_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw
8001563222016,2018-09-19,1,ST8000NM0055,ZA12XE7R,100.0,0.0,,,100.0,1.0,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,58.0,42.0,97.0,6471.0,100.0,37.0,99.0,3974.0,42.0,42.0,83.0,179556744.0,,,100.0,0.0,100.0,0.0,200.0,0.0,83.0,179556744.0,,,,,,,,,,,,,,,,,,,,,,,100.0,9255.0,100.0,33120201904.0,100.0,57946608526.0,,,,,,,,,,,,,,,99.0,0.0,100.0,1.0,100.0,0.0,94.0,2724148619.0,,,90.0,9268.0
12000138625024,2018-09-19,1,ST12000NM0007,ZCH0AL01,100.0,0.0,,,100.0,4.0,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,68.0,32.0,,,100.0,38.0,100.0,364.0,32.0,32.0,83.0,223410160.0,,,100.0,264.0,100.0,264.0,200.0,0.0,83.0,223410160.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,100.0,5964.0,100.0,42142069304.0,100.0,59399750056.0,,,,,,,,,,,,,,,94.0,0.0,100.0,5.0,100.0,0.0,89.0,827106437.0,,,94.0,6024.0
3000592982016,2018-07-20,1,WDC WD30EFRX,WD-WMC4N1062444,100.0,0.0,100.0,0.0,100.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,4.0,125.0,227369.0,132.0,18.0,,,200.0,0.0,200.0,3.0,100.0,0.0,200.0,12.0,200.0,63.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,6166.0,100.0,41.0,200.0,0.0,100.0,0.0,,,45.0,40223.0
12000138625024,2018-07-08,1,ST12000NM0007,ZCH0BCCV,100.0,0.0,,,100.0,2.0,,,,,,,,,,,,,,,,,99.0,1.0,100.0,0.0,,,75.0,25.0,,,100.0,23.0,100.0,241.0,25.0,25.0,83.0,194177064.0,,,100.0,0.0,100.0,0.0,200.0,0.0,83.0,194177064.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,100.0,4254.0,100.0,36087357344.0,100.0,44673287326.0,,,,,,,,,,,,,,,97.0,0.0,100.0,3.0,100.0,3168.0,88.0,603784722.0,,,96.0,4293.0
4000787030016,2018-07-08,1,ST4000DM000,Z302SY0A,100.0,0.0,,,100.0,11.0,,,,,,,,,,,,,98.0,2.0,100.0,0.0,82.0,18.0,100.0,0.0,100.0,0.0,64.0,36.0,100.0,0.0,100.0,0.0,93.0,14512.0,36.0,36.0,,,,,100.0,24.0,100.0,24.0,200.0,0.0,107.0,12723240.0,,,,,,,,,,,,,,,,,,,,,,,100.0,24582.0,100.0,49206614288.0,100.0,82896387675.0,,,,,,,,,,,,,,,92.0,0.0,100.0,11.0,100.0,0.0,84.0,275405236.0,,,72.0,24776.0
4000787030016,2018-07-08,1,ST4000DM000,Z305BG10,100.0,0.0,,,100.0,10.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,73.0,27.0,100.0,0.0,100.0,0.0,99.0,3370.0,27.0,27.0,,,,,100.0,40.0,100.0,40.0,200.0,0.0,120.0,238665464.0,,,,,,,,,,,,,,,,,,,,,,,100.0,18904.0,100.0,31180822608.0,100.0,82271353296.0,,,,,,,,,,,,,,,91.0,0.0,100.0,10.0,100.0,0.0,87.0,628066013.0,,,79.0,18920.0
4000787030016,2018-07-08,1,ST4000DM000,Z307G464,100.0,0.0,,,100.0,3.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,74.0,26.0,100.0,0.0,100.0,0.0,100.0,136.0,26.0,26.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,117.0,123980328.0,,,,,,,,,,,,,,,,,,,,,,,100.0,10543.0,100.0,15933670408.0,100.0,96482402688.0,,,,,,,,,,,,,,,97.0,0.0,100.0,3.0,100.0,0.0,84.0,236604540.0,,,88.0,10547.0
4000787030016,2018-09-25,1,ST4000DM000,Z303XY6E,100.0,0.0,,,100.0,10.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,80.0,20.0,100.0,0.0,100.0,0.0,93.0,14579.0,20.0,20.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,114.0,66693816.0,,,,,,,,,,,,,,,,,,,,,,,100.0,25145.0,100.0,45205773120.0,100.0,98772077945.0,,,,,,,,,,,,,,,91.0,0.0,100.0,10.0,100.0,0.0,82.0,176815961.0,,,72.0,25276.0
8001563222016,2018-09-25,1,ST8000NM0055,ZA171TRJ,100.0,0.0,,,100.0,13.0,,,,,,,,,,,,,,,100.0,0.0,86.0,14.0,100.0,0.0,100.0,0.0,57.0,43.0,96.0,8982.0,100.0,20.0,94.0,13226.0,43.0,43.0,84.0,234733952.0,,,100.0,8.0,100.0,8.0,200.0,0.0,63.0,234733952.0,,,,,,,,,,,,,,,,,,,,,,,100.0,12289.0,100.0,43380052040.0,100.0,93513305678.0,,,,,,,,,,,,,,,89.0,0.0,100.0,13.0,100.0,2864.0,95.0,2923565019.0,,,86.0,12317.0
500107862016,2018-09-25,1,TOSHIBA MQ01ABF050,96ICTBQ9T,100.0,0.0,,,100.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1.0,100.0,0.0,99.0,18476.0,100.0,38.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,100.0,0.0,64.0,14585.0,100.0,0.0,100.0,0.0,,,100.0,252.0,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,100.0,0.0,100.0,1292.0,100.0,11.0,100.0,0.0,100.0,0.0,100.0,0.0,64.0,14622.0
4000787030016,2018-05-31,1,ST4000DM000,Z300LWAC,100.0,0.0,,,100.0,20.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,81.0,19.0,73.0,27.0,100.0,0.0,100.0,7.0,77.0,46504.0,27.0,27.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,102.0,3759312.0,,,,,,,,,,,,,,,,,,,,,,,100.0,40052.0,100.0,30751841614.0,100.0,291587486542.0,,,,,,,,,,,,,,,91.0,0.0,100.0,20.0,100.0,0.0,84.0,319842362.0,,,54.0,40298.0
12000138625024,2018-05-31,1,ST12000NM0007,ZCH0CKFM,100.0,0.0,,,100.0,1.0,,,,,,,,,,,,,,,,,97.0,3.0,100.0,0.0,,,80.0,20.0,,,100.0,14.0,100.0,208.0,20.0,20.0,78.0,61005696.0,,,100.0,40.0,100.0,40.0,200.0,0.0,78.0,61005696.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,100.0,3347.0,100.0,32914433192.0,100.0,37459208046.0,,,,,,,,,,,,,,,98.0,0.0,100.0,2.0,100.0,0.0,87.0,475899715.0,,,97.0,3384.0
12000138625024,2018-05-31,1,ST12000NM0007,ZJV03VY7,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,98.0,2.0,100.0,65537.0,,,76.0,24.0,,,100.0,5.0,100.0,196.0,24.0,24.0,79.0,87026328.0,,,100.0,128.0,100.0,128.0,200.0,0.0,79.0,87026328.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,100.0,1174.0,100.0,9822232280.0,100.0,9307809998.0,,,,,,,,,,,,,,,94.0,0.0,100.0,5.0,100.0,0.0,81.0,134549471.0,,,99.0,1224.0
4000787030016,2018-05-25,1,ST4000DM000,Z30111NN,100.0,0.0,,,100.0,9.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,96.0,4.0,72.0,28.0,100.0,0.0,100.0,3.0,74.0,53167.0,28.0,28.0,,,,,60.0,6656.0,60.0,6656.0,200.0,0.0,111.0,37337200.0,,,,,,,,,,,,,,,,,,,,,,,100.0,37496.0,100.0,28680824722.0,100.0,286411755557.0,,,,,,,,,,,,,,,91.0,0.0,100.0,9.0,100.0,272.0,81.0,147570462.0,,,57.0,37685.0
4000787030016,2018-05-25,1,ST4000DM000,Z30251T0,100.0,0.0,,,100.0,13.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,99.0,1.0,75.0,25.0,100.0,0.0,100.0,0.0,68.0,65323.0,25.0,25.0,,,,,100.0,120.0,100.0,120.0,200.0,0.0,114.0,150548312.0,,,,,,,,,,,,,,,,,,,,,,,100.0,30654.0,100.0,25664373715.0,100.0,221306879377.0,,,,,,,,,,,,,,,92.0,0.0,100.0,13.0,100.0,0.0,82.0,180485443.0,,,65.0,31080.0
12000138625024,2018-05-25,1,ST12000NM0007,ZCH0661Q,100.0,0.0,,,100.0,1.0,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,70.0,30.0,,,100.0,34.0,100.0,283.0,30.0,30.0,76.0,37524032.0,,,96.0,1968.0,96.0,1968.0,200.0,0.0,76.0,37524032.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,100.0,4971.0,100.0,38180091592.0,100.0,49259859116.0,,,,,,,,,,,,,,,98.0,0.0,100.0,2.0,100.0,0.0,88.0,681865442.0,,,95.0,5025.0
8001563222016,2018-05-25,1,ST8000NM0055,ZA16DQNW,100.0,0.0,,,100.0,8.0,,,,,,,,,,,,,,,100.0,0.0,99.0,1.0,100.0,0.0,100.0,0.0,63.0,37.0,96.0,9456.0,100.0,14.0,97.0,7685.0,37.0,37.0,79.0,73139112.0,,,100.0,0.0,100.0,0.0,200.0,0.0,68.0,73139112.0,,,,,,,,,,,,,,,,,,,,,,,100.0,10561.0,100.0,41030011144.0,100.0,76935087802.0,,,,,,,,,,,,,,,89.0,0.0,100.0,8.0,100.0,1432.0,93.0,2061158762.0,,,88.0,10586.0
500107862016,2018-05-25,1,ST500LM012 HN,S2ZYJ9GF302353,252.0,0.0,99.0,1186.0,100.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,252.0,0.0,252.0,0.0,,,64.0,31.0,100.0,0.0,252.0,0.0,100.0,3.0,252.0,0.0,200.0,0.0,100.0,1155.0,100.0,510782.0,,,,,,,99.0,1186.0,,,78.0,225014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,252.0,0.0,94.0,1846.0,100.0,21.0,252.0,0.0,252.0,0.0,252.0,0.0,100.0,31671.0
4000787030016,2018-05-25,1,ST4000DM000,Z3025KTJ,100.0,0.0,,,100.0,9.0,,,,,,,,,,,,,99.0,1.0,100.0,0.0,92.0,8.0,100.0,0.0,99.0,1.0,78.0,22.0,100.0,0.0,100.0,0.0,63.0,75174.0,22.0,22.0,,,,,99.0,176.0,99.0,176.0,200.0,30.0,118.0,190833296.0,,,,,,,,,,,,,,,,,,,,,,,100.0,31662.0,100.0,26127721880.0,100.0,297652790344.0,,,,,,,,,,,,,,,92.0,0.0,100.0,9.0,100.0,0.0,87.0,512762877.0,,,64.0,31927.0
500107862016,2018-02-04,1,ST500LM012 HN,S2ZYJ9GGB02016,252.0,0.0,100.0,760.0,100.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1.0,100.0,1.0,,,64.0,32.0,100.0,0.0,252.0,0.0,252.0,0.0,252.0,0.0,200.0,0.0,100.0,16.0,100.0,226798.0,,,,,,,100.0,760.0,,,94.0,60923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,252.0,0.0,94.0,1826.0,100.0,17.0,252.0,0.0,252.0,0.0,252.0,0.0,100.0,16532.0
8001563222016,2018-02-04,1,ST8000NM0055,ZA16H0TW,100.0,0.0,,,100.0,3.0,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,73.0,27.0,98.0,5371.0,100.0,8.0,100.0,1423.0,27.0,27.0,83.0,195252088.0,,,100.0,0.0,100.0,0.0,200.0,0.0,83.0,195252088.0,,,,,,,,,,,,,,,,,,,,,,,100.0,3973.0,100.0,26998140496.0,100.0,34546914439.0,,,,,,,,,,,,,,,96.0,0.0,100.0,3.0,100.0,0.0,88.0,702807176.0,,,96.0,3985.0
4000787030016,2018-02-04,1,ST4000DM000,S300Z5GT,100.0,0.0,,,100.0,2.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,73.0,27.0,100.0,0.0,100.0,0.0,91.0,19324.0,27.0,27.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,109.0,23649192.0,,,,,,,,,,,,,,,,,,,,,,,100.0,21397.0,100.0,46191247976.0,100.0,66849467487.0,,,,,,,,,,,,,,,98.0,0.0,100.0,2.0,100.0,0.0,77.0,51021232.0,,,76.0,21510.0
160041885696,2018-02-04,1,WDC WD1600AAJS,WD-WMAYW2228410,100.0,0.0,100.0,0.0,100.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,18.0,200.0,37.0,115.0,28.0,,,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0,200.0,341.0,200.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.0,3866.0,100.0,56.0,200.0,0.0,200.0,0.0,,,44.0,41255.0
4000787030016,2018-05-19,1,ST4000DM000,S301G7S7,100.0,0.0,,,100.0,14.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,70.0,30.0,100.0,0.0,100.0,0.0,79.0,21.0,100.0,0.0,100.0,0.0,66.0,68103.0,21.0,21.0,,,,,99.0,216.0,99.0,216.0,200.0,0.0,115.0,94398712.0,,,,,,,,,,,,,,,,,,,,,,,100.0,23877.0,100.0,25856054719.0,100.0,273681742709.0,,,,,,,,,,,,,,,92.0,0.0,100.0,14.0,100.0,0.0,73.0,21725458.0,,,73.0,24214.0
500107862016,2018-05-19,1,TOSHIBA MQ01ABF050,66GHS5N3S,100.0,0.0,,,100.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,6.0,100.0,1.0,100.0,296.0,100.0,39.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,100.0,0.0,68.0,12849.0,100.0,0.0,100.0,0.0,,,100.0,260.0,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,100.0,0.0,100.0,1324.0,100.0,8.0,100.0,0.0,100.0,0.0,100.0,0.0,68.0,12847.0
4000787030016,2018-05-19,1,ST4000DM000,S301NDW6,100.0,0.0,,,100.0,10.0,,,,,,,,,,,,,88.0,12.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,79.0,21.0,100.0,0.0,100.0,0.0,93.0,14904.0,21.0,21.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,119.0,212103176.0,,,,,,,,,,,,,,,,,,,,,,,100.0,22052.0,100.0,41390918432.0,100.0,109112917426.0,,,,,,,,,,,,,,,92.0,0.0,100.0,10.0,100.0,0.0,77.0,52679479.0,,,75.0,22229.0
8001563222016,2018-05-19,1,ST8000DM002,ZA13ZE3T,100.0,0.0,,,100.0,4.0,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,68.0,32.0,97.0,6208.0,100.0,1.0,95.0,10920.0,32.0,32.0,1.0,152861824.0,,,100.0,0.0,100.0,0.0,200.0,0.0,82.0,152861824.0,,,,,,,,,,,,,,,,,,,,,,,100.0,12814.0,100.0,46686666200.0,100.0,71699015862.0,,,,,,,,,,,,,,,92.0,0.0,100.0,4.0,100.0,0.0,95.0,2861933529.0,,,86.0,12850.0
4000787030016,2018-02-10,1,ST4000DM000,Z3027KMQ,100.0,0.0,,,100.0,10.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,76.0,24.0,100.0,0.0,100.0,0.0,95.0,11992.0,24.0,24.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,118.0,183318448.0,,,,,,,,,,,,,,,,,,,,,,,100.0,26650.0,100.0,23951375777.0,100.0,192849312333.0,,,,,,,,,,,,,,,91.0,0.0,100.0,10.0,100.0,0.0,78.0,66213335.0,,,70.0,26719.0
6001175126016,2018-02-10,1,ST6000DX000,Z4D07FJV,100.0,0.0,,,100.0,3.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,94.0,6.0,81.0,19.0,91.0,18078.0,100.0,0.0,19.0,163375.0,19.0,19.0,65.0,55352384.0,,,100.0,0.0,100.0,0.0,200.0,0.0,113.0,55352384.0,,,,,,,,,,,,,,,,,,,,,,,100.0,256830454390649.0,100.0,43848222112.0,100.0,105855083846.0,,,,,,,,,,,,,,,94.0,0.0,100.0,5.0,100.0,0.0,91.0,1452166317.0,,,72.0,25133.0
4000787030016,2018-02-10,1,HGST HMS5C4040BLE640,PL2331LAHDKBTJ,100.0,0.0,,,100.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,44.0,100.0,44.0,206.0,29.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,20.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,99.0,100.0,408.0,100.0,6.0,100.0,0.0,100.0,0.0,113.0,42.0,99.0,7734.0
4000787030016,2018-02-10,1,ST4000DM000,Z3016L7D,100.0,0.0,,,100.0,25.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,99.0,1.0,100.0,1.0,94.0,6.0,76.0,24.0,100.0,0.0,100.0,2.0,72.0,56708.0,24.0,24.0,,,,,99.0,320.0,99.0,320.0,200.0,0.0,117.0,155096280.0,,,,,,,,,,,,,,,,,,,,,,,100.0,34457.0,100.0,28028380014.0,100.0,235921883815.0,,,,,,,,,,,,,,,91.0,0.0,100.0,25.0,67.0,43608.0,90.0,950877369.0,,,61.0,34688.0
4000787030016,2018-02-10,1,ST4000DM000,Z300ZRRK,100.0,0.0,,,100.0,12.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,76.0,24.0,81.0,19.0,100.0,0.0,100.0,2.0,85.0,31417.0,19.0,19.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,111.0,35771384.0,,,,,,,,,,,,,,,,,,,,,,,100.0,35064.0,100.0,27872593524.0,100.0,157193858992.0,,,,,,,,,,,,,,,91.0,0.0,100.0,12.0,100.0,0.0,77.0,57154343.0,,,60.0,35188.0
4000787030016,2018-02-10,1,ST4000DM000,Z300NQQ7,100.0,0.0,,,100.0,19.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,78.0,22.0,100.0,0.0,100.0,8.0,77.0,46252.0,22.0,22.0,,,,,100.0,0.0,100.0,0.0,200.0,3.0,117.0,119646648.0,,,,,,,,,,,,,,,,,,,,,,,100.0,37484.0,100.0,31501464286.0,100.0,311422106336.0,,,,,,,,,,,,,,,92.0,0.0,100.0,19.0,100.0,0.0,84.0,273937557.0,,,57.0,37748.0
500107862016,2018-02-10,1,ST500LM012 HN,S2ZYJ9CFC01447,252.0,0.0,99.0,1139.0,100.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,3.0,100.0,1.0,,,64.0,23.0,100.0,0.0,252.0,0.0,252.0,0.0,252.0,0.0,200.0,0.0,100.0,2.0,100.0,8403.0,,,,,,,99.0,1139.0,,,88.0,122603.0,,,,,,,,,,,,,,,,,,,,,,,,,,,252.0,0.0,94.0,2005.0,100.0,14.0,252.0,0.0,252.0,0.0,252.0,0.0,100.0,21941.0
12000138625024,2018-02-10,1,ST12000NM0007,ZCH06MR5,100.0,0.0,,,100.0,1.0,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,71.0,29.0,,,100.0,10.0,100.0,447.0,29.0,29.0,82.0,162357128.0,,,100.0,0.0,100.0,0.0,200.0,0.0,82.0,162357128.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,100.0,2684.0,100.0,30063142992.0,100.0,42853174284.0,,,,,,,,,,,,,,,99.0,0.0,100.0,1.0,100.0,0.0,86.0,432007493.0,,,97.0,2859.0
4000787030016,2018-05-18,1,ST4000DM000,Z3011WM3,100.0,0.0,,,100.0,12.0,,,,,,,,,,,,,99.0,1.0,100.0,0.0,98.0,2.0,100.0,0.0,91.0,9.0,68.0,32.0,100.0,0.0,100.0,1.0,84.0,33280.0,32.0,32.0,,,,,100.0,144.0,100.0,144.0,200.0,0.0,117.0,120014456.0,,,,,,,,,,,,,,,,,,,,,,,100.0,37387.0,100.0,28653578974.0,100.0,253672728438.0,,,,,,,,,,,,,,,91.0,0.0,100.0,12.0,99.0,592.0,81.0,149892851.0,,,58.0,37518.0
12000138625024,2018-05-18,1,ST12000NM0007,ZJV00P3A,100.0,0.0,,,100.0,2.0,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,68.0,32.0,,,100.0,35.0,100.0,266.0,32.0,32.0,83.0,217040464.0,,,100.0,0.0,100.0,0.0,200.0,0.0,83.0,217040464.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,100.0,1626.0,100.0,7948006616.0,100.0,8138202694.0,,,,,,,,,,,,,,,98.0,0.0,100.0,2.0,100.0,0.0,80.0,96941373.0,,,99.0,1734.0
4000787030016,2018-05-18,1,HGST HMS5C4040ALE640,PL1331LAHGU5RH,100.0,0.0,,,100.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,93.0,100.0,93.0,187.0,32.0,,,100.0,1.0,76.0,624.0,100.0,0.0,200.0,0.0,85.0,8847500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0,101.0,100.0,548.0,100.0,6.0,100.0,1.0,100.0,0.0,113.0,42.0,99.0,10945.0
8001563222016,2018-05-18,1,ST8000DM002,ZA12624J,100.0,0.0,,,100.0,1.0,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,78.0,22.0,96.0,9232.0,100.0,0.0,95.0,10361.0,22.0,22.0,17.0,87545008.0,,,100.0,0.0,100.0,0.0,200.0,0.0,79.0,87545008.0,,,,,,,,,,,,,,,,,,,,,,,100.0,16699.0,100.0,56312248552.0,100.0,78150712350.0,,,,,,,,,,,,,,,98.0,0.0,100.0,1.0,100.0,48.0,96.0,4059305966.0,,,81.0,16710.0
4000787030016,2018-05-18,1,ST4000DM000,Z302SYAY,100.0,0.0,,,100.0,3.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,73.0,27.0,100.0,0.0,100.0,0.0,92.0,17150.0,27.0,27.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,116.0,108487760.0,,,,,,,,,,,,,,,,,,,,,,,100.0,23425.0,100.0,46226090816.0,100.0,79168702609.0,,,,,,,,,,,,,,,97.0,0.0,100.0,3.0,100.0,0.0,79.0,89232956.0,,,73.0,23704.0
500107862016,2018-05-18,1,ST500LM012 HN,S2ZYJ9KFC03608,252.0,0.0,100.0,791.0,100.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,252.0,0.0,100.0,2.0,,,64.0,24.0,100.0,0.0,252.0,0.0,100.0,2.0,252.0,0.0,200.0,0.0,100.0,125.0,100.0,201413.0,,,,,,,100.0,791.0,,,85.0,161113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,252.0,0.0,94.0,1992.0,100.0,9.0,252.0,0.0,252.0,0.0,252.0,0.0,100.0,22625.0
4000787030016,2018-05-18,1,ST4000DM000,Z3059Q7P,100.0,0.0,,,100.0,4.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,77.0,23.0,100.0,0.0,100.0,0.0,96.0,9002.0,23.0,23.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,114.0,72520200.0,,,,,,,,,,,,,,,,,,,,,,,100.0,20438.0,100.0,42350497072.0,100.0,87516642254.0,,,,,,,,,,,,,,,96.0,0.0,100.0,4.0,100.0,0.0,78.0,76794800.0,,,77.0,20525.0
4000787030016,2018-02-11,1,ST4000DM000,W3006C46,100.0,0.0,,,100.0,12.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,88.0,12.0,77.0,23.0,100.0,0.0,100.0,2.0,77.0,46573.0,23.0,23.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,115.0,87296800.0,,,,,,,,,,,,,,,,,,,,,,,100.0,39072.0,100.0,36199674732.0,100.0,178522788402.0,,,,,,,,,,,,,,,91.0,0.0,100.0,13.0,100.0,0.0,77.0,51979660.0,,,56.0,39403.0
4000787030016,2018-02-05,1,ST4000DM000,S301LN15,100.0,0.0,,,100.0,9.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,74.0,26.0,100.0,0.0,100.0,0.0,96.0,9874.0,26.0,26.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,115.0,96015616.0,,,,,,,,,,,,,,,,,,,,,,,100.0,19851.0,100.0,42659289920.0,100.0,66840677244.0,,,,,,,,,,,,,,,92.0,0.0,100.0,9.0,100.0,0.0,89.0,896788514.0,,,78.0,19918.0
4000787030016,2018-02-05,1,ST4000DM000,S300X99W,100.0,0.0,,,100.0,10.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,80.0,20.0,100.0,0.0,100.0,0.0,88.0,25425.0,20.0,20.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,119.0,214143128.0,,,,,,,,,,,,,,,,,,,,,,,100.0,26592.0,100.0,24618983991.0,100.0,203545013941.0,,,,,,,,,,,,,,,92.0,0.0,100.0,10.0,100.0,0.0,77.0,58294608.0,,,70.0,26785.0
