date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_22_normalized,smart_22_raw,smart_23_normalized,smart_23_raw,smart_24_normalized,smart_24_raw,smart_177_normalized,smart_177_raw,smart_179_normalized,smart_179_raw,smart_181_normalized,smart_181_raw,smart_182_normalized,smart_182_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_235_normalized,smart_235_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw
2018-08-13,S301PPKC,ST4000DM000,4000787030016,1,117.0,123232008.0,,,95.0,0.0,100.0,5.0,100.0,0.0,81.0,148587937.0,,,73.0,23978.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,97.0,3.0,100.0,0.0,100.0,0.0,78.0,22.0,100.0,0.0,100.0,0.0,97.0,6038.0,22.0,22.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,23921.0,100.0,43242616112.0,100.0,109004408876.0,,,,,,,,,,
2018-08-05,Z304JMCL,ST4000DM000,4000787030016,1,115.0,89842328.0,,,93.0,0.0,100.0,13.0,100.0,16.0,84.0,246426375.0,,,72.0,24817.0,100.0,0.0,,,100.0,12.0,,,,,,,,,,,,,,,,,,,97.0,3.0,100.0,0.0,89.0,11.0,100.0,0.0,100.0,0.0,78.0,22.0,100.0,0.0,100.0,0.0,97.0,6242.0,22.0,22.0,,,,,100.0,32.0,100.0,32.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,24727.0,100.0,48082350616.0,100.0,110159315923.0,,,,,,,,,,
2018-08-05,ZJV0WBPC,ST12000NM0007,12000138625024,1,84.0,231053912.0,,,99.0,0.0,100.0,1.0,100.0,0.0,73.0,8629457588.0,,,100.0,411.0,100.0,0.0,,,100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,80.0,20.0,,,100.0,4.0,100.0,82.0,20.0,20.0,84.0,231053912.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,100.0,388.0,100.0,3910289304.0,100.0,3400949090.0,,,,,,,,,,
2018-08-11,Z304KBQQ,ST4000DM000,4000787030016,1,115.0,87029440.0,,,91.0,0.0,100.0,11.0,100.0,0.0,81.0,143455332.0,,,73.0,24224.0,100.0,0.0,,,100.0,11.0,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,92.0,8.0,100.0,0.0,100.0,0.0,75.0,25.0,100.0,0.0,100.0,0.0,93.0,15666.0,25.0,25.0,,,,,100.0,16.0,100.0,16.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,24076.0,100.0,44098805376.0,100.0,97292510378.0,,,,,,,,,,
2018-08-11,ZCH0CL7E,ST12000NM0007,12000138625024,1,77.0,53132576.0,,,98.0,0.0,100.0,2.0,100.0,0.0,88.0,4990271694.0,,,95.0,5108.0,100.0,0.0,,,100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,79.0,21.0,,,100.0,33.0,100.0,280.0,21.0,21.0,77.0,53132576.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,100.0,5065.0,100.0,38926237368.0,100.0,53656270748.0,,,,,,,,,,
2018-08-10,WD-WX41D94RN65K,WDC WD60EFRX,6001175126016,1,198.0,97.0,,,202.0,8858.0,100.0,12.0,200.0,0.0,100.0,0.0,,,58.0,31244.0,100.0,0.0,100.0,0.0,100.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,0.0,200.0,1091.0,127.0,25.0,,,200.0,0.0,200.0,2.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-10,ZA13R2XW,ST8000DM002,8001563222016,1,63.0,188970560.0,,,89.0,0.0,100.0,6.0,100.0,2772.0,96.0,3601486878.0,,,84.0,14866.0,100.0,0.0,,,100.0,6.0,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,67.0,33.0,96.0,8075.0,100.0,1.0,94.0,12217.0,33.0,33.0,23.0,188970560.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,14831.0,100.0,49187992896.0,100.0,83328588336.0,,,,,,,,,,
2018-08-10,Z3031HQY,ST4000DM000,4000787030016,1,119.0,217822000.0,,,91.0,0.0,100.0,19.0,100.0,0.0,72.0,20857657.0,,,71.0,25532.0,100.0,0.0,,,100.0,19.0,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,2.0,100.0,0.0,76.0,24.0,100.0,0.0,100.0,0.0,45.0,111620.0,24.0,24.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,25010.0,100.0,23496349705.0,100.0,232433401531.0,,,,,,,,,,
2018-08-10,PL1331LAHEPT5H,HGST HMS5C4040BLE640,4000787030016,1,100.0,0.0,133.0,104.0,100.0,437.0,100.0,5.0,100.0,0.0,100.0,0.0,113.0,42.0,99.0,12315.0,100.0,0.0,,,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,164.0,100.0,164.0,162.0,37.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-04,ZCH0CD2Y,ST12000NM0007,12000138625024,1,81.0,124568544.0,,,93.0,0.0,100.0,6.0,100.0,17.0,88.0,660058079.0,,,95.0,4925.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,97.0,3.0,100.0,4295032833.0,,,80.0,20.0,,,100.0,34.0,100.0,259.0,20.0,20.0,81.0,124568544.0,,,100.0,24.0,100.0,24.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,100.0,4883.0,100.0,38194228864.0,100.0,52262440082.0,,,,,,,,,,
2018-08-04,Z302SX2R,ST4000DM000,4000787030016,1,118.0,176651000.0,,,92.0,0.0,100.0,12.0,100.0,0.0,84.0,254945353.0,,,71.0,25418.0,100.0,0.0,,,100.0,12.0,,,,,,,,,,,,,,,,,,,88.0,12.0,100.0,0.0,99.0,1.0,100.0,0.0,100.0,0.0,65.0,35.0,100.0,0.0,100.0,0.0,95.0,10811.0,35.0,35.0,,,,,100.0,8.0,100.0,8.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,25228.0,100.0,48490416280.0,100.0,89993760249.0,,,,,,,,,,
2018-08-04,ZCH0CAC4,ST12000NM0007,12000138625024,1,81.0,122723416.0,,,92.0,0.0,100.0,6.0,100.0,0.0,88.0,659812108.0,,,95.0,4924.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,74.0,26.0,,,100.0,37.0,100.0,262.0,26.0,26.0,81.0,122723416.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,100.0,4886.0,100.0,38108972688.0,100.0,52345842690.0,,,,,,,,,,
2018-08-04,ZCH0D2T8,ST12000NM0007,12000138625024,1,83.0,206197408.0,,,94.0,0.0,100.0,5.0,100.0,1.0,88.0,682441480.0,,,95.0,5095.0,100.0,0.0,,,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,99.0,1.0,100.0,0.0,,,76.0,24.0,,,100.0,26.0,100.0,283.0,24.0,24.0,83.0,206197408.0,,,100.0,16.0,100.0,16.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,100.0,5046.0,100.0,38620781336.0,100.0,50940959824.0,,,,,,,,,,
2018-08-28,S2ZYJ9FFB18436,ST500LM012 HN,500107862016,1,100.0,419.0,252.0,0.0,93.0,2149.0,100.0,18.0,252.0,0.0,252.0,0.0,252.0,0.0,100.0,29355.0,252.0,0.0,99.0,1392.0,100.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.0,0.0,100.0,1.0,,,64.0,25.0,100.0,0.0,252.0,0.0,252.0,0.0,252.0,0.0,200.0,0.0,100.0,412032.0,,,,,,,99.0,1392.0,,,63.0,374689.0,,,,,,,,,,,,,,,,,,,,
2018-08-28,ZA14EBL4,ST8000NM0055,8001563222016,1,67.0,16899320.0,,,96.0,0.0,100.0,3.0,100.0,160.0,95.0,2850337215.0,,,86.0,12609.0,100.0,0.0,,,100.0,3.0,,,,,,,,,,,,,,,,,,,,,100.0,0.0,97.0,3.0,100.0,0.0,100.0,0.0,71.0,29.0,97.0,6785.0,100.0,6.0,96.0,9493.0,29.0,29.0,72.0,16899320.0,,,100.0,8.0,100.0,8.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,12593.0,100.0,44095905912.0,100.0,90136144341.0,,,,,,,,,,
2018-08-28,ZCH0CK5P,ST12000NM0007,12000138625024,1,68.0,6628520.0,,,97.0,0.0,100.0,3.0,99.0,6496.0,86.0,391377862.0,,,96.0,4179.0,100.0,0.0,,,100.0,2.0,,,,,,,,,,,,,,,,,,,,,,,91.0,9.0,100.0,0.0,,,73.0,27.0,,,100.0,73.0,100.0,373.0,27.0,27.0,68.0,6628520.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,100.0,4060.0,100.0,25937246472.0,100.0,34128098250.0,,,,,,,,,,
2018-08-28,S301GNHP,ST4000DM000,4000787030016,1,117.0,133097016.0,,,97.0,0.0,100.0,3.0,100.0,0.0,84.0,241832906.0,,,71.0,26188.0,100.0,0.0,,,100.0,3.0,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,81.0,19.0,100.0,0.0,100.0,0.0,94.0,13234.0,19.0,19.0,,,,,100.0,16.0,100.0,16.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,25920.0,100.0,47394618216.0,100.0,99523580794.0,,,,,,,,,,
2018-08-28,ZCH0CCMC,ST12000NM0007,12000138625024,1,78.0,63040584.0,,,99.0,0.0,100.0,1.0,100.0,0.0,86.0,419337885.0,,,97.0,3004.0,100.0,0.0,,,100.0,1.0,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,79.0,21.0,,,100.0,8.0,100.0,183.0,21.0,21.0,78.0,63040584.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,100.0,2966.0,100.0,29505650648.0,100.0,35498858418.0,,,,,,,,,,
2018-08-28,Z304JH9S,ST4000DM000,4000787030016,1,118.0,169547552.0,,,95.0,0.0,100.0,5.0,100.0,0.0,83.0,203779046.0,,,73.0,24342.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,98.0,2.0,100.0,0.0,84.0,16.0,100.0,0.0,100.0,0.0,81.0,19.0,100.0,0.0,100.0,0.0,98.0,5526.0,19.0,19.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,24291.0,100.0,43989663112.0,100.0,117174465312.0,,,,,,,,,,
2018-08-14,564ESIZ1S,TOSHIBA MQ01ABF050,500107862016,1,100.0,0.0,100.0,0.0,100.0,1339.0,100.0,3.0,100.0,0.0,100.0,0.0,100.0,0.0,63.0,14960.0,100.0,0.0,,,100.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,18.0,100.0,0.0,100.0,384.0,100.0,34.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,100.0,0.0,63.0,14962.0,100.0,0.0,100.0,0.0,,,100.0,251.0,,,100.0,0.0,,,,,,,,,,,,,,
2018-08-14,WD-WX61A24V5789,WDC WD5000LPVX,500107862016,1,200.0,0.0,,,153.0,1341.0,100.0,94.0,200.0,0.0,200.0,0.0,,,53.0,34689.0,100.0,0.0,100.0,0.0,100.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,11.0,189.0,34091.0,116.0,27.0,,,200.0,0.0,200.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,51.0,35792.0,,,,,,,,,,,,,,
2018-08-14,WD-WX81A74A5R8J,WDC WD5000LPVX,500107862016,1,200.0,0.0,,,149.0,1525.0,100.0,10.0,200.0,0.0,200.0,0.0,,,56.0,32849.0,100.0,0.0,100.0,0.0,100.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,1.0,200.0,758.0,119.0,24.0,,,200.0,0.0,200.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-14,WD-WX71A24H8908,WDC WD5000LPVX,500107862016,1,200.0,0.0,,,155.0,1216.0,100.0,102.0,200.0,0.0,200.0,0.0,,,53.0,34694.0,100.0,0.0,100.0,0.0,100.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,7.0,190.0,30398.0,118.0,25.0,,,200.0,0.0,200.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,51.0,35808.0,,,,,,,,,,,,,,
2018-08-14,S2ZYJ9AF511164,ST500LM012 HN,500107862016,1,100.0,308.0,252.0,0.0,94.0,2002.0,100.0,14.0,252.0,0.0,252.0,0.0,252.0,0.0,100.0,27845.0,252.0,0.0,100.0,867.0,100.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,3.0,252.0,0.0,,,64.0,24.0,100.0,0.0,252.0,0.0,252.0,0.0,252.0,0.0,100.0,3.0,100.0,362242.0,,,,,,,100.0,867.0,,,93.0,77627.0,,,,,,,,,,,,,,,,,,,,
2018-08-14,564ESIZIS,TOSHIBA MQ01ABF050,500107862016,1,100.0,0.0,100.0,0.0,100.0,1363.0,100.0,4.0,100.0,0.0,100.0,0.0,100.0,0.0,63.0,14960.0,100.0,0.0,,,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1.0,100.0,0.0,100.0,331.0,100.0,39.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,100.0,0.0,63.0,14962.0,100.0,0.0,100.0,0.0,,,100.0,259.0,,,100.0,0.0,,,,,,,,,,,,,,
2018-08-15,Z30522R5,ST4000DM000,4000787030016,1,119.0,203927112.0,,,92.0,0.0,100.0,12.0,100.0,0.0,82.0,199166881.0,,,74.0,23522.0,100.0,0.0,,,100.0,11.0,,,,,,,,,,,,,,,,,,,98.0,2.0,100.0,0.0,79.0,21.0,100.0,0.0,100.0,0.0,82.0,18.0,100.0,0.0,100.0,0.0,84.0,32360.0,18.0,18.0,,,,,100.0,64.0,100.0,64.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,23129.0,100.0,42152429712.0,100.0,110469189588.0,,,,,,,,,,
2018-08-15,ZA13YX9W,ST8000DM002,8001563222016,1,56.0,116784138.0,,,92.0,0.0,100.0,5.0,100.0,2920.0,96.0,3619110647.0,,,83.0,14987.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,,,100.0,0.0,84.0,16.0,100.0,0.0,100.0,0.0,67.0,33.0,96.0,8144.0,100.0,2.0,94.0,12055.0,33.0,33.0,18.0,116784138.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,14948.0,100.0,50081967096.0,100.0,98657092303.0,,,,,,,,,,
2018-08-15,ZA154VLT,ST8000NM0055,8001563222016,1,81.0,138317736.0,,,96.0,0.0,100.0,2.0,100.0,512.0,93.0,1944380128.0,,,89.0,10205.0,100.0,0.0,,,100.0,2.0,,,,,,,,,,,,,,,,,,,,,100.0,0.0,95.0,5.0,100.0,0.0,100.0,0.0,76.0,24.0,96.0,9143.0,100.0,3.0,96.0,8031.0,24.0,24.0,22.0,138317736.0,,,100.0,8.0,100.0,8.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,10168.0,100.0,38872146904.0,100.0,73879197068.0,,,,,,,,,,
2018-08-01,S301GPRP,ST4000DM000,4000787030016,1,120.0,236210216.0,,,92.0,0.0,100.0,17.0,100.0,0.0,78.0,71451884.0,,,71.0,25991.0,100.0,0.0,,,100.0,17.0,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,79.0,21.0,100.0,0.0,100.0,0.0,63.0,75756.0,21.0,21.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,25590.0,100.0,25998728489.0,100.0,304335023312.0,,,,,,,,,,
2018-08-01,ZA171TCQ,ST8000NM0055,8001563222016,1,72.0,17108200.0,,,89.0,0.0,100.0,12.0,100.0,0.0,94.0,2578938133.0,,,88.0,11045.0,100.0,0.0,,,100.0,12.0,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,67.0,33.0,94.0,12951.0,100.0,14.0,94.0,12987.0,33.0,33.0,72.0,17108200.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,10976.0,100.0,40895954144.0,100.0,76544501980.0,,,,,,,,,,
2018-08-01,Z305FFWG,ST4000DM000,4000787030016,1,118.0,168266744.0,,,92.0,0.0,100.0,13.0,100.0,8.0,89.0,889040861.0,,,76.0,21693.0,100.0,0.0,,,100.0,13.0,,,,,,,,,,,,,,,,,,,98.0,2.0,100.0,0.0,89.0,11.0,100.0,0.0,100.0,0.0,71.0,29.0,100.0,0.0,100.0,0.0,96.0,9585.0,29.0,29.0,,,,,100.0,32.0,100.0,32.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,21605.0,100.0,37464121040.0,100.0,94737458203.0,,,,,,,,,,
2018-08-01,Z304JWG1,ST4000DM000,4000787030016,1,120.0,237965584.0,,,92.0,0.0,100.0,8.0,100.0,0.0,84.0,325019116.0,,,72.0,24682.0,100.0,0.0,,,100.0,8.0,,,,,,,,,,,,,,,,,,,99.0,1.0,100.0,0.0,60.0,40.0,100.0,0.0,100.0,0.0,77.0,23.0,100.0,0.0,100.0,0.0,97.0,7207.0,23.0,23.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,100.0,24587.0,100.0,49362609840.0,100.0,104958017431.0,,,,,,,,,,
